onset	duration	Experiment - Satz_C1	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
180,601	4	33JM	26	305	### ### ##### #### ###### ############ ### ###### #####	3	180601	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
190,646	4	33JM	27	159	Linda war nervšs, aber die PrŠsentation lief absolut glatt.	1	190646	keine	0	keine	4,22	3,65	1,5	5,16	4,74	51	9	5,947368	1	0	0	0	1	1	0	0	0
197,693	4	33JM	28	113	Der vorbestrafte Mann war diesmal sauber.	1	197693	keine	0	keine	2,83	5	1,8	4	4,63	36	6	6,052632	0	0	0	1	1	1	0	0	0
206,739	4	33JM	29	307	### ############# ##### ### ######## #########	3	206739	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
211,774	4	33JM	30	301	### ### ### ### ######## ##### ###### ### ####### ### ###########	3	211774	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
219,813	4	33JM	31	262	Dieser Mann ist echt hŸbsch.	2	219813	keine	0	keine	5	4	2	5,454545	1,181818	23	5	6,181818	0	0	1	0	2	1	0	0	0
225,854	6	33JM	32	404	Sieht der Mann schlecht aus?	4	225854	warning	2024	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
234,878	4	33JM	33	231	Es gibt gute Argumente fŸr Baumwolle statt Polyester.	2	234878	keine	0	keine	2,67	3,85	1,4	5,05	1,63	46	8	6	0	0	0	0	1	0	0	0	0
239,924	4	33JM	34	226	Diesen Sonntag streiten sich die Kanzlerkandidaten im Fernsehen.	2	239924	keine	0	keine	4,17	5,05	-1,8	4,74	1,95	57	8	5,111111	0	0	0	1	1	2	0	0	0
249,964	4	33JM	35	343	##### ########## ###### ### ######## ######## #####	3	249964	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
261,01	4	33JM	36	319	### ###### ####### ###### ##### ####### ########### ######	3	261010	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
267,051	4	33JM	37	257	Utes neue Kaffeemaschine hatte eine einfache Bedienung.	2	267051	keine	0	keine	3,89	4,7	0,6	5,16	2,21	49	7	4,736842	0	0	0	1	1	0	0	0	0
272,086	4	33JM	38	303	### ####### #### ######### ####### ################ ###########	3	272086	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
279,125	4	33JM	39	212	Das Thema des Matheunterrichts ist schwierig.	2	279125	keine	0	keine	3	4,15	-0,3	4,05	1,95	40	6	5,315789	0	0	0	1	1	1	0	0	0
290,171	4	33JM	40	310	### ############ ##### ### #### #### ######### #######	3	290171	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
298,212	4	33JM	41	357	##### #### ############## ##### #### ######## #########	3	298212	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
306,253	4	33JM	42	354	###### ######### ### ############ ### ####### ###### ###	3	306253	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
311,293	4	33JM	43	359	###### ### ###### #### ### ########## ### ####### #######	3	311293	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
320,333	4	33JM	44	154	WŸtend schaltete der LangschlŠfer den dummen Wecker aus.	1	320333	keine	0	keine	5,89	3,9	1,2	5,26	3,58	49	8	5,263158	0	0	0	1	1	1	0	0	0
330,368	4	33JM	45	108	Der Gesang des Opernstars ist kšstlich.	1	330368	keine	0	keine	4,78	4,05	-0,4	4	4,74	34	6	5,5	0	0	0	1	1	1	0	0	0
335,415	4	33JM	46	118	Die GesprŠche Ÿber seine Kindheit waren schmerzhaft fŸr ihn.	1	335415	keine	0	keine	4,22	3,65	-0,1	5	4,63	52	9	5,315789	0	0	0	0	1	1	0	0	0
344,455	6	33JM	47	405	Spricht er gerne Ÿber seine Kindheit?	4	344455	Nein	3065	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
351,479	4	33JM	48	237	In Wien habe ich einen sehr leckeren Kaffee getrunken.	2	351479	keine	0	keine	5,72	5,1	-1,7	4,53	2	46	9	6,263158	0	0	0	0	1	1	0	0	0
357,519	4	33JM	49	304	### ### #### ########### ############## ######## ### ###	3	357519	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
365,554	4	33JM	50	147	Nur sehr helle Kinder machen bei diesem Wettbewerb mit.	1	365554	keine	0	keine	3,28	4,35	1,5	4,68	2,21	47	9	5,368421	0	0	0	1	1	2	0	0	0
371,594	4	33JM	51	222	Die Unternehmerin war immer in Eile.	2	371594	keine	0	keine	4,67	3,25	-0,3	5,26	1,79	31	6	4,157895	0	0	0	0	1	1	0	0	0
378,629	4	33JM	52	117	Die Firma hat sich einen finanziell gut aufgestellten Partner ausgesucht.	1	378629	keine	0	keine	2,94	4,25	0,8	4,58	2,79	64	10	5,789474	0	0	0	0	1	1	0	1	0
388,674	4	33JM	53	308	### ###### ### ########## ### ##########	3	388674	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
393,721	4	33JM	54	119	Die kleine Familie wollte ihren Hausbau vorausschauend planen.	1	393721	keine	0	keine	3,22	3,45	0,6	3,63	4,89	55	8	5,833333	0	0	0	1	1	1	0	1	0
403,761	4	33JM	55	146	Nach dem MissverstŠndnis war Irma jetzt in einer haarigen Situation.	1	403761	keine	0	keine	3,5	4,7	-1,7	5,32	3,58	59	10	5,894737	0	0	0	1	1	2	0	0	0

