onset	duration	Experiment - Satz_D2	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
122,345	4	37DT	19	248	Seine Hoffnungen auf Gesundheit hatte der Kranke lŠngst aufgegeben.	2	122345	keine	0	keine	3,44	4	-0,2	3,32	2,37	59	9	6,736842	0	0	0	0	1	1	0	1	1
127,385	4	37DT	20	301	### ### ### ### ######## ##### ###### ### ####### ### ###########	3	127385	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
132,425	4	37DT	21	111	Der Sieg des LŠufers zog riesige Medienaufmerksamkeit nach sich.	1	132425	keine	0	keine	4,83	4,55	-0,8	5,47	2,68	56	9	6,111111	0	0	0	1	1	1	0	0	0
138,465	4	37DT	22	322	### ############## ### ##### ### ####	3	138465	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
144,499	4	37DT	23	134	Ihre romantische Hochzeitsfeier bewegte die Braut sehr.	1	144499	keine	0	keine	5,11	4,15	-0,8	3,68	5,42	49	7	4,421053	0	0	0	1	1	1	0	0	0
155,534	4	37DT	24	205	Das war heute eine gro§e EnttŠuschung fŸr meinen Vater.	2	155534	keine	0	keine	3,61	4,3	1,8	4,53	2,37	47	9	6,105263	0	0	0	0	1	1	0	0	0
161,575	4	37DT	25	117	Die Firma hat sich einen finanziell gut aufgestellten Partner ausgesucht.	1	161575	keine	0	keine	2,94	4,25	0,8	4,58	2,79	64	10	5,789474	0	0	0	0	1	1	0	1	0
170,609	4	37DT	26	305	### ### ##### #### ###### ############ ### ###### #####	3	170609	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
180,644	4	37DT	27	304	### ### #### ########### ############## ######## ### ###	3	180644	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
185,691	4	37DT	28	212	Das Thema des Matheunterrichts ist schwierig.	2	185691	keine	0	keine	3	4,15	-0,3	4,05	1,95	40	6	5,315789	0	0	0	1	1	1	0	0	0
190,73	6	37DT	29	407	Ist es ein leichtes Thema?	4	190730	Nein	4451	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
202,774	4	37DT	30	137	In Wien habe ich einen himmlischen Kaffee getrunken.	1	202774	keine	0	keine	5,83	5,35	-2,3	3,58	4,68	45	8	6,263158	0	0	0	0	1	1	0	0	0
208,806	4	37DT	31	107	Der Flugbegleiter heute war wirklich zum Anbei§en!	1	208806	keine	0	keine	5,35	5,35	-0,9	3,63	4,89	44	7	6,526316	0	0	0	1	1	2	0	0	0
213,84	4	37DT	32	326	###### ####### ######### #### ### ################# ## #########	3	213840	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
219,88	4	37DT	33	334	#### ########### ############## ###### ### ##### ####	3	219880	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
229,915	4	37DT	34	343	##### ########## ###### ### ######## ######## #####	3	229915	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
238,961	4	37DT	35	260	Ursula wollte alles vergessen und reiste nach Japan.	2	238961	keine	0	keine	3,89	5,25	-2,1	4,58	2,53	45	8	4,368421	1	0	0	0	1	0	0	0	0
246,996	4	37DT	36	317	### ##### ### #### ##### ########### ### ########### ####### ##########	3	246996	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
255,037	4	37DT	37	143	Meine Gro§eltern hatten ein wirklich hartes Leben.	1	255037	keine	0	keine	3,94	2,55	0,9	4,21	2,53	44	7	6,222222	0	0	0	1	1	1	0	0	0
261,077	4	37DT	38	231	Es gibt gute Argumente fŸr Baumwolle statt Polyester.	2	261077	keine	0	keine	2,67	3,85	1,4	5,05	1,63	46	8	6	0	0	0	0	1	0	0	0	0
271,112	4	37DT	39	360	##### ###### ##### ##### ######### ### ###### #### #####	3	271112	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
282,158	4	37DT	40	331	## #### ##### ######### ### ######### ##### #########	3	282158	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
293,199	6	37DT	41	408	Hast du gerade einen Satz gesehen?	4	293199	Nein	3555	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
302,246	4	37DT	42	103	Das GesprŠch beim Finanzamt verlief glŸcklicherweise reibungslos.	1	302246	keine	0	keine	3,39	4,25	-0,7	4,26	2,53	59	7	6,210526	0	0	0	1	1	2	0	0	0
311,292	6	37DT	43	409	Verlief das GesprŠch gut?	4	311292	Nein	4898	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
318,316	4	37DT	44	344	##### ##### ### ### ##### #### ### ##### ############# ### ##########	3	318316	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
325,356	4	37DT	45	108	Der Gesang des Opernstars ist kšstlich.	1	325356	keine	0	keine	4,78	4,05	-0,4	4	4,74	34	6	5,5	0	0	0	1	1	1	0	0	0
335,402	4	37DT	46	104	Das war eine unglaublich oberflŠchliche Reaktion von ihr.	1	335402	keine	0	keine	2,67	4,05	1,4	2,74	4,95	50	8	3,315789	0	0	0	1	1	2	0	0	0
340,448	4	37DT	47	110	Der Schauspieler hatte ein zerfurchtes Gesicht voller Narben.	1	340448	keine	0	keine	6,53	3,65	0,7	5,16	3,26	54	8	5,947368	0	0	0	1	1	1	0	0	0
350,488	4	37DT	48	254	WŸtend schaltete der LangschlŠfer den nervigen Wecker aus.	2	350488	keine	0	keine	5,89	3,9	1,3	5,68	1,63	51	8	5,263158	0	0	0	1	1	1	0	0	0
358,534	4	37DT	49	354	###### ######### ### ############ ### ####### ###### ###	3	358534	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
365,575	4	37DT	50	244	Meine Tante hat ein gutes Herz, sie kocht freiwillig fŸr Obdachlose.	2	365575	keine	0	keine	5,22	3,3	1	5,05	1,95	58	11	5,578947	1	0	0	1	2	1	0	0	0
371,621	4	37DT	51	118	Die GesprŠche Ÿber seine Kindheit waren schmerzhaft fŸr ihn.	1	371621	keine	0	keine	4,22	3,65	-0,1	5	4,63	52	9	5,315789	0	0	0	0	1	1	0	0	0
378,655	6	37DT	52	410	Sprach er gern Ÿber seine Kindheit?	4	378655	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
385,69	4	37DT	53	259	Stefanie war nervšs, aber die PrŠsentation war absolut perfekt.	2	385690	keine	0	keine	3,89	3	0,6	5,63	1,53	55	9	5,947368	1	0	0	0	1	1	0	0	0
390,73	4	37DT	54	257	Utes neue Kaffeemaschine hatte eine einfache Bedienung.	2	390730	keine	0	keine	3,89	4,7	0,6	5,16	2,21	49	7	4,736842	0	0	0	1	1	0	0	0	0
401,77	4	37DT	55	119	Die kleine Familie wollte ihren Hausbau vorausschauend planen.	1	401770	keine	0	keine	3,22	3,45	0,6	3,63	4,89	55	8	5,833333	0	0	0	1	1	1	0	1	0

