onset	duration	Experiment - Satz_D2	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
81,127	4	30CC	14	262	Dieser Mann ist echt hŸbsch.	2	81127	keine	0	keine	5	4	2	5,454545	1,181818	23	5	6,181818	0	0	1	0	2	1	0	0	0
86,167	4	30CC	15	247	Nur sehr intelligente Kinder machen bei diesem Wettbewerb mit.	2	86167	keine	0	keine	3,22	4,1	1,7	4,32	2,16	54	9	5,368421	0	0	0	1	1	2	0	0	0
94,207	4	30CC	16	337	## #### #### ### ##### ########### ###### #########	3	94207	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
105,247	6	30CC	17	406	Hast du gerade Rauten gesehen?	4	105247	Ja	4150	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
114,295	4	30CC	18	226	Diesen Sonntag streiten sich die Kanzlerkandidaten im Fernsehen.	2	114295	keine	0	keine	4,17	5,05	-1,8	4,74	1,95	57	8	5,111111	0	0	0	1	1	2	0	0	0
122,34	4	30CC	19	248	Seine Hoffnungen auf Gesundheit hatte der Kranke lŠngst aufgegeben.	2	122340	keine	0	keine	3,44	4	-0,2	3,32	2,37	59	9	6,736842	0	0	0	0	1	1	0	1	1
127,381	4	30CC	20	301	### ### ### ### ######## ##### ###### ### ####### ### ###########	3	127381	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
132,42	4	30CC	21	111	Der Sieg des LŠufers zog riesige Medienaufmerksamkeit nach sich.	1	132420	keine	0	keine	4,83	4,55	-0,8	5,47	2,68	56	9	6,111111	0	0	0	1	1	1	0	0	0
138,46	4	30CC	22	322	### ############## ### ##### ### ####	3	138460	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
144,495	4	30CC	23	134	Ihre romantische Hochzeitsfeier bewegte die Braut sehr.	1	144495	keine	0	keine	5,11	4,15	-0,8	3,68	5,42	49	7	4,421053	0	0	0	1	1	1	0	0	0
155,529	4	30CC	24	205	Das war heute eine gro§e EnttŠuschung fŸr meinen Vater.	2	155529	keine	0	keine	3,61	4,3	1,8	4,53	2,37	47	9	6,105263	0	0	0	0	1	1	0	0	0
161,57	4	30CC	25	117	Die Firma hat sich einen finanziell gut aufgestellten Partner ausgesucht.	1	161570	keine	0	keine	2,94	4,25	0,8	4,58	2,79	64	10	5,789474	0	0	0	0	1	1	0	1	0
170,605	4	30CC	26	305	### ### ##### #### ###### ############ ### ###### #####	3	170605	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
180,64	4	30CC	27	304	### ### #### ########### ############## ######## ### ###	3	180640	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
185,686	4	30CC	28	212	Das Thema des Matheunterrichts ist schwierig.	2	185686	keine	0	keine	3	4,15	-0,3	4,05	1,95	40	6	5,315789	0	0	0	1	1	1	0	0	0
190,726	6	30CC	29	407	Ist es ein leichtes Thema?	4	190726	Nein	3224	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
202,755	4	30CC	30	137	In Wien habe ich einen himmlischen Kaffee getrunken.	1	202755	keine	0	keine	5,83	5,35	-2,3	3,58	4,68	45	8	6,263158	0	0	0	0	1	1	0	0	0
208,802	4	30CC	31	107	Der Flugbegleiter heute war wirklich zum Anbei§en!	1	208802	keine	0	keine	5,35	5,35	-0,9	3,63	4,89	44	7	6,526316	0	0	0	1	1	2	0	0	0
213,836	4	30CC	32	326	###### ####### ######### #### ### ################# ## #########	3	213836	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
219,876	4	30CC	33	334	#### ########### ############## ###### ### ##### ####	3	219876	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
229,91	4	30CC	34	343	##### ########## ###### ### ######## ######## #####	3	229910	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
238,957	4	30CC	35	260	Ursula wollte alles vergessen und reiste nach Japan.	2	238957	keine	0	keine	3,89	5,25	-2,1	4,58	2,53	45	8	4,368421	1	0	0	0	1	0	0	0	0
246,992	4	30CC	36	317	### ##### ### #### ##### ########### ### ########### ####### ##########	3	246992	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
255,032	4	30CC	37	143	Meine Gro§eltern hatten ein wirklich hartes Leben.	1	255032	keine	0	keine	3,94	2,55	0,9	4,21	2,53	44	7	6,222222	0	0	0	1	1	1	0	0	0
261,073	4	30CC	38	231	Es gibt gute Argumente fŸr Baumwolle statt Polyester.	2	261073	keine	0	keine	2,67	3,85	1,4	5,05	1,63	46	8	6	0	0	0	0	1	0	0	0	0
271,107	4	30CC	39	360	##### ###### ##### ##### ######### ### ###### #### #####	3	271107	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
282,154	4	30CC	40	331	## #### ##### ######### ### ######### ##### #########	3	282154	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
293,195	6	30CC	41	408	Hast du gerade einen Satz gesehen?	4	293195	Nein	3533	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
302,242	4	30CC	42	103	Das GesprŠch beim Finanzamt verlief glŸcklicherweise reibungslos.	1	302242	keine	0	keine	3,39	4,25	-0,7	4,26	2,53	59	7	6,210526	0	0	0	1	1	2	0	0	0
311,287	6	30CC	43	409	Verlief das GesprŠch gut?	4	311287	Ja	4342	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
318,328	4	30CC	44	344	##### ##### ### ### ##### #### ### ##### ############# ### ##########	3	318328	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
325,368	4	30CC	45	108	Der Gesang des Opernstars ist kšstlich.	1	325368	keine	0	keine	4,78	4,05	-0,4	4	4,74	34	6	5,5	0	0	0	1	1	1	0	0	0
335,414	4	30CC	46	104	Das war eine unglaublich oberflŠchliche Reaktion von ihr.	1	335414	keine	0	keine	2,67	4,05	1,4	2,74	4,95	50	8	3,315789	0	0	0	1	1	2	0	0	0
340,46	4	30CC	47	110	Der Schauspieler hatte ein zerfurchtes Gesicht voller Narben.	1	340460	keine	0	keine	6,53	3,65	0,7	5,16	3,26	54	8	5,947368	0	0	0	1	1	1	0	0	0
350,5	4	30CC	48	254	WŸtend schaltete der LangschlŠfer den nervigen Wecker aus.	2	350500	keine	0	keine	5,89	3,9	1,3	5,68	1,63	51	8	5,263158	0	0	0	1	1	1	0	0	0
358,546	4	30CC	49	354	###### ######### ### ############ ### ####### ###### ###	3	358546	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
365,587	4	30CC	50	244	Meine Tante hat ein gutes Herz, sie kocht freiwillig fŸr Obdachlose.	2	365587	keine	0	keine	5,22	3,3	1	5,05	1,95	58	11	5,578947	1	0	0	1	2	1	0	0	0
371,633	4	30CC	51	118	Die GesprŠche Ÿber seine Kindheit waren schmerzhaft fŸr ihn.	1	371633	keine	0	keine	4,22	3,65	-0,1	5	4,63	52	9	5,315789	0	0	0	0	1	1	0	0	0
378,667	6	30CC	52	410	Sprach er gern Ÿber seine Kindheit?	4	378667	Nein	3057	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
385,719	4	30CC	53	259	Stefanie war nervšs, aber die PrŠsentation war absolut perfekt.	2	385719	keine	0	keine	3,89	3	0,6	5,63	1,53	55	9	5,947368	1	0	0	0	1	1	0	0	0
390,759	4	30CC	54	257	Utes neue Kaffeemaschine hatte eine einfache Bedienung.	2	390759	keine	0	keine	3,89	4,7	0,6	5,16	2,21	49	7	4,736842	0	0	0	1	1	0	0	0	0
401,798	4	30CC	55	119	Die kleine Familie wollte ihren Hausbau vorausschauend planen.	1	401798	keine	0	keine	3,22	3,45	0,6	3,63	4,89	55	8	5,833333	0	0	0	1	1	1	0	1	0

