onset	duration	Experiment - Satz_D1	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
240,975	4	30CC	35	303	### ####### #### ######### ####### ################ ###########	3	240975	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
249,015	4	30CC	36	157	Ingrids neue Kaffeemaschine bestach durch ihre einfache Bedienung.	1	249015	keine	0	keine	4,44	4,4	0,9	4,37	3,47	59	8	4,736842	0	0	0	1	1	0	0	0	0
258,056	4	30CC	37	239	Laut und unangenehm hallten die Stimmen der HŠndler auf dem Markt.	2	258056	keine	0	keine	4,89	2,25	0,4	4,26	2,68	56	11	4,157895	0	0	0	0	1	2	0	0	1
264,091	4	30CC	38	162	Dieser Mann ist ein echter Leckerbissen.	1	264091	keine	0	keine	3,818182	4	2	3,636364	6,363636	34	6	6,181818	0	0	1	0	2	1	0	0	0
273,125	4	30CC	39	307	### ############# ##### ### ######## #########	3	273125	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
278,16	4	30CC	40	346	#### ### ############### ### #### ##### ## ##### ######### #########	3	278160	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
289,2	4	30CC	41	207	Der Flugbegleiter heute war wirklich attraktiv!	2	289200	keine	0	keine	5,18	5,5	-0,6	3,84	3,53	42	6	6,526316	0	0	0	1	1	2	0	0	0
297,241	4	30CC	42	330	####### ### ######## ######## ### ###########	3	297241	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
304,282	4	30CC	43	318	### ######### #### ##### ######## ##### ######### ### ###	3	304282	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
310,327	4	30CC	44	312	### ##### ### ################ ### #########	3	310327	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
316,362	4	30CC	45	122	Die Unternehmerin stand immer unter Druck.	1	316362	keine	0	keine	3,33	3,35	-0,6	5,05	2,95	37	6	4,157895	0	0	0	0	1	1	0	0	0
324,396	4	30CC	46	112	Der Stoff des Matheunterrichts ist schwierig.	1	324396	keine	0	keine	2,89	4,5	-0,5	4,26	3,42	40	6	5,315789	0	0	0	1	1	1	0	0	0
333,437	4	30CC	47	126	Diesen Sonntag duellieren sich die Kanzlerkandidaten im Fernsehen.	1	333437	keine	0	keine	5,22	4,65	-1,4	4,74	5,21	59	8	5,111111	0	0	0	1	1	2	0	0	0
338,472	6	30CC	48	404	Ging es gerade um Wahlkampf?	4	338472	Ja	3584	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
350,501	4	30CC	49	311	### #### ### ####### ######## ####### ####################	3	350501	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
360,547	4	30CC	50	243	Meine Gro§eltern hatten ein wirklich schwieriges Leben.	2	360547	keine	0	keine	3,72	2,25	1,1	4,79	1,74	49	7	6,222222	0	0	0	1	1	1	0	0	0
367,594	4	30CC	51	237	In Wien habe ich einen sehr leckeren Kaffee getrunken.	2	367594	keine	0	keine	5,72	5,1	-1,7	4,53	2	46	9	6,263158	0	0	0	0	1	1	0	0	0
374,639	6	30CC	52	405	Hat der Kaffee geschmeckt?	4	374639	Ja	2296	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
384,691	4	30CC	53	154	WŸtend schaltete der LangschlŠfer den dummen Wecker aus.	1	384691	keine	0	keine	5,89	3,9	1,2	5,26	3,58	49	8	5,263158	0	0	0	1	1	1	0	0	0
391,731	4	30CC	54	208	Der Gesang des Opernstars ist wunderschšn.	2	391731	keine	0	keine	4,72	4,2	-0,6	4,16	3,42	37	6	5,5	0	0	0	1	1	1	0	0	0
396,777	4	30CC	55	350	######## ########## ##### ############ #### ## ######	3	396777	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99

