onset	duration	Experiment - Satz_C2	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
75,024	6	36FS	11	407	War die Kaffeemaschine praktisch?	4	75024	Nein	3085	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
83,07	4	36FS	12	259	Stefanie war nervšs, aber die PrŠsentation war absolut perfekt.	2	83070	keine	0	keine	3,89	3	0,6	5,63	1,53	55	9	5,947368	1	0	0	0	1	1	0	0	0
88,104	4	36FS	13	203	Das GesprŠch beim Finanzamt verlief glŸcklicherweise problemlos.	2	88104	keine	0	keine	3,17	3,95	-1,3	4,42	1,89	56	7	6,210526	0	0	0	1	1	2	0	0	0
98,144	4	36FS	14	362	###### #### ### #### ######	3	98144	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
103,19	4	36FS	15	137	In Wien habe ich einen himmlischen Kaffee getrunken.	1	103190	keine	0	keine	5,83	5,35	-2,3	3,58	4,68	45	8	6,263158	0	0	0	0	1	1	0	0	0
108,23	4	36FS	16	218	Die GesprŠche Ÿber seine Kindheit waren schlimm fŸr ihn.	2	108230	keine	0	keine	4,06	3,4	0,1	4,11	1,63	48	9	5,315789	0	0	0	0	1	1	0	0	0
116,27	4	36FS	17	219	Die kleine Familie wollte ihren Hausbau grŸndlich planen.	2	116270	keine	0	keine	3,06	3,55	1,2	4,89	1,32	50	8	5,833333	0	0	0	1	1	1	0	1	0
126,31	4	36FS	18	217	Die Firma hat sich einen finanziell gut situierten Partner ausgesucht.	2	126310	keine	0	keine	2,72	4,1	1,1	5,05	2,32	61	10	5,789474	0	0	0	0	1	1	0	1	0
131,357	4	36FS	19	311	### #### ### ####### ######## ####### ####################	3	131357	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
137,396	4	36FS	20	208	Der Gesang des Opernstars ist wunderschšn.	2	137396	keine	0	keine	4,72	4,2	-0,6	4,16	3,42	37	6	5,5	0	0	0	1	1	1	0	0	0
142,431	4	36FS	21	112	Der Stoff des Matheunterrichts ist schwierig.	1	142431	keine	0	keine	2,89	4,5	-0,5	4,26	3,42	40	6	5,315789	0	0	0	1	1	1	0	0	0
150,47	4	36FS	22	162	Dieser Mann ist ein echter Leckerbissen.	1	150470	keine	0	keine	3,818182	4	2	3,636364	6,363636	34	6	6,181818	0	0	1	0	2	1	0	0	0
157,511	4	36FS	23	104	Das war eine unglaublich oberflŠchliche Reaktion von ihr.	1	157511	keine	0	keine	2,67	4,05	1,4	2,74	4,95	50	8	3,315789	0	0	0	1	1	2	0	0	0
167,557	6	36FS	24	408	Hat sie besonders tiefgrŸndig reagiert?	4	167557	Ja	3988	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
175,609	4	36FS	25	360	##### ###### ##### ##### ######### ### ###### #### #####	3	175609	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
180,644	4	36FS	26	347	### #### ######## ###### ###### ### ###### ########## ###	3	180644	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
188,683	4	36FS	27	107	Der Flugbegleiter heute war wirklich zum Anbei§en!	1	188683	keine	0	keine	5,35	5,35	-0,9	3,63	4,89	44	7	6,526316	0	0	0	1	1	2	0	0	0
194,724	4	36FS	28	330	####### ### ######## ######## ### ###########	3	194724	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
200,758	4	36FS	29	244	Meine Tante hat ein gutes Herz, sie kocht freiwillig fŸr Obdachlose.	2	200758	keine	0	keine	5,22	3,3	1	5,05	1,95	58	11	5,578947	1	0	0	1	2	1	0	0	0
205,793	4	36FS	30	318	### ######### #### ##### ######## ##### ######### ### ###	3	205793	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
210,833	4	36FS	31	346	#### ### ############### ### #### ##### ## ##### ######### #########	3	210833	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
216,872	4	36FS	32	322	### ############## ### ##### ### ####	3	216872	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
223,907	4	36FS	33	160	Diana  wollte alles hinter sich lassen und reiste nach Japan.	1	223907	keine	0	keine	4,44	4,65	-1,9	4,37	4,11	51	11	4,368421	1	0	0	0	1	0	0	0	0
229,952	4	36FS	34	243	Meine Gro§eltern hatten ein wirklich schwieriges Leben.	2	229952	keine	0	keine	3,72	2,25	1,1	4,79	1,74	49	7	6,222222	0	0	0	1	1	1	0	0	0
234,987	4	36FS	35	130	Endlich war Waffenstillstand zwischen den Streitenden.	1	234987	keine	0	keine	4,56	2,45	0,3	4,95	2,58	49	6	4,578947	0	0	0	1	1	1	0	0	0
244,027	4	36FS	36	247	Nur sehr intelligente Kinder machen bei diesem Wettbewerb mit.	2	244027	keine	0	keine	3,22	4,1	1,7	4,32	2,16	54	9	5,368421	0	0	0	1	1	2	0	0	0
255,062	4	36FS	37	111	Der Sieg des LŠufers zog riesige Medienaufmerksamkeit nach sich.	1	255062	keine	0	keine	4,83	4,55	-0,8	5,47	2,68	56	9	6,111111	0	0	0	1	1	1	0	0	0
264,1	4	36FS	38	317	### ##### ### #### ##### ########### ### ########### ####### ##########	3	264100	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
275,138	4	36FS	39	248	Seine Hoffnungen auf Gesundheit hatte der Kranke lŠngst aufgegeben.	2	275138	keine	0	keine	3,44	4	-0,2	3,32	2,37	59	9	6,736842	0	0	0	0	1	1	0	1	1
282,179	4	36FS	40	149	Seine zerbrechliche Seele konnte den Streit nicht lŠnger aushalten.	1	282179	keine	0	keine	4,12	3,1	1,1	5,47	4,63	59	9	5,842105	0	0	0	0	1	1	0	1	0
291,225	4	36FS	41	210	Der Schauspieler hatte ein sehr grob vernarbtes Gesicht.	2	291225	keine	0	keine	6,12	3,6	0,6	5,37	1,53	49	8	5,947368	0	0	0	1	1	1	0	0	0
296,26	6	36FS	42	409	Hatte er eine ebene Gesichtshaut?	4	296260	Ja	4071	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
307,306	4	36FS	43	349	##### ############ ##### ###### ### ###### ##### ###### #########	3	307306	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
312,341	4	36FS	44	312	### ##### ### ################ ### #########	3	312341	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
318,381	4	36FS	45	348	##### ########## ### ########## ##### ### ###### ###### ##########	3	318381	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
324,415	4	36FS	46	250	Vokabeln verbleiben durch regelmŠ§iges †ben im Gehirn.	2	324415	keine	0	keine	3,39	3,05	1,6	4,84	1,84	48	7	6,263158	0	0	0	0	1	1	0	0	0
334,45	4	36FS	47	254	WŸtend schaltete der LangschlŠfer den nervigen Wecker aus.	2	334450	keine	0	keine	5,89	3,9	1,3	5,68	1,63	51	8	5,263158	0	0	0	1	1	1	0	0	0
340,496	4	36FS	48	101	Ach, was fŸr ein leichtes Leben hatten wir wŠhrend der Schulferien!	1	340496	keine	0	keine	4,5	1,95	-0,1	4,89	2,79	57	11	5,736842	0	0	0	1	1	1	0	0	1
345,53	4	36FS	49	131	Es gibt starke Argumente fŸr Baumwolle statt Polyester.	1	345530	keine	0	keine	2,33	4,7	1,6	5,05	5,37	48	8	6	0	0	0	0	1	0	0	0	0
355,57	4	36FS	50	339	#### ### ########### ######### ### ####### ### ######### #### ### #####	3	355570	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
361,616	6	36FS	51	410	Hast du gerade Rauten gesehen?	4	361616	Ja	4643	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
374,657	4	36FS	52	139	Laut und einschneidend hallten die Stimmen der HŠndler auf dem Markt.	1	374657	keine	0	keine	5,39	2,35	0,6	4,16	3,68	59	11	4,157895	0	0	0	0	1	2	0	0	1
384,698	4	36FS	53	105	Das war heute eine bittere EnttŠuschung fŸr meinen Vater.	1	384698	keine	0	keine	3,67	4,85	1,7	4,26	4,74	49	9	6,105263	0	0	0	0	1	1	0	0	0
390,744	4	36FS	54	122	Die Unternehmerin stand immer unter Druck.	1	390744	keine	0	keine	3,33	3,35	-0,6	5,05	2,95	37	6	4,157895	0	0	0	0	1	1	0	0	0
397,779	4	36FS	55	234	Ihre romantische Hochzeitsfeier gefiel der Braut sehr.	2	397779	keine	0	keine	5,17	3,8	-0,5	4,26	1,58	48	7	4,421053	0	0	0	1	1	1	0	0	0

