onset	duration	Experiment - Satz_C1	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
81,07	4	36FS	12	143	Meine Gro§eltern hatten ein wirklich hartes Leben.	1	81070	keine	0	keine	3,94	2,55	0,9	4,21	2,53	44	7	6,222222	0	0	0	1	1	1	0	0	0
86,11	4	36FS	13	260	Ursula wollte alles vergessen und reiste nach Japan.	2	86110	keine	0	keine	3,89	5,25	-2,1	4,58	2,53	45	8	4,368421	1	0	0	0	1	0	0	0	0
96,15	4	36FS	14	207	Der Flugbegleiter heute war wirklich attraktiv!	2	96150	keine	0	keine	5,18	5,5	-0,6	3,84	3,53	42	6	6,526316	0	0	0	1	1	2	0	0	0
104,197	4	36FS	15	150	Vokabeln verankern sich durch regelmŠ§iges †ben im Gehirn.	1	104197	keine	0	keine	3,33	3,8	1,4	5,05	3,63	51	8	6,263158	0	0	0	0	1	1	0	0	0
110,237	4	36FS	16	313	### ############ #### ### ####### ########	3	110237	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
115,271	4	36FS	17	239	Laut und unangenehm hallten die Stimmen der HŠndler auf dem Markt.	2	115271	keine	0	keine	4,89	2,25	0,4	4,26	2,68	61	11	4,157895	0	0	0	0	1	2	0	0	1
121,311	4	36FS	18	350	######## ########## ##### ############ #### ## ######	3	121311	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
126,345	6	36FS	19	402	Hast du gerade einen Satz gelesen?	4	126345	Ja	4158	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
135,391	4	36FS	20	103	Das GesprŠch beim Finanzamt verlief glŸcklicherweise reibungslos.	1	135391	keine	0	keine	3,39	4,25	-0,7	4,26	2,53	59	7	6,210526	0	0	0	1	1	2	0	0	0
141,437	4	36FS	21	204	Das war eine unglaublich gleichgŸltige Reaktion von ihr.	2	141437	keine	0	keine	3,44	4	1,7	5,26	1,74	49	8	3,315789	0	0	0	1	1	2	0	0	0
147,471	6	36FS	22	403	Schien es ihr egal zu sein?	4	147471	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
157,495	4	36FS	23	110	Der Schauspieler hatte ein zerfurchtes Gesicht voller Narben.	1	157495	keine	0	keine	6,53	3,65	0,7	5,16	3,26	54	8	5,947368	0	0	0	1	1	1	0	0	0
163,536	4	36FS	24	211	Der Sieg des LŠufers erzeugte riesige Medienaufmerksamkeit.	2	163536	keine	0	keine	4,59	4,2	-0,5	4,63	1,89	53	7	6,111111	0	0	0	1	1	1	0	0	0
173,57	4	36FS	25	148	Seine Hoffnungen auf Gesundheit hatte der Kranke lŠngst begraben.	1	173570	keine	0	keine	4,44	3,65	-0,2	4,95	3,89	57	9	6,736842	0	0	0	0	1	1	0	1	1
180,617	4	36FS	26	305	### ### ##### #### ###### ############ ### ###### #####	3	180617	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
190,662	4	36FS	27	159	Linda war nervšs, aber die PrŠsentation lief absolut glatt.	1	190662	keine	0	keine	4,22	3,65	1,5	5,16	4,74	51	9	5,947368	1	0	0	0	1	1	0	0	0
197,709	4	36FS	28	113	Der vorbestrafte Mann war diesmal sauber.	1	197709	keine	0	keine	2,83	5	1,8	4	4,63	36	6	6,052632	0	0	0	1	1	1	0	0	0
206,754	4	36FS	29	307	### ############# ##### ### ######## #########	3	206754	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
211,789	4	36FS	30	301	### ### ### ### ######## ##### ###### ### ####### ### ###########	3	211789	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
219,829	4	36FS	31	262	Dieser Mann ist echt hŸbsch.	2	219829	keine	0	keine	5	4	2	5,454545	1,181818	23	5	6,181818	0	0	1	0	2	1	0	0	0
225,869	6	36FS	32	404	Sieht der Mann schlecht aus?	4	225869	Nein	2435	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
234,91	4	36FS	33	231	Es gibt gute Argumente fŸr Baumwolle statt Polyester.	2	234910	keine	0	keine	2,67	3,85	1,4	5,05	1,63	46	8	6	0	0	0	0	1	0	0	0	0
239,956	4	36FS	34	226	Diesen Sonntag streiten sich die Kanzlerkandidaten im Fernsehen.	2	239956	keine	0	keine	4,17	5,05	-1,8	4,74	1,95	57	8	5,111111	0	0	0	1	1	2	0	0	0
249,996	4	36FS	35	343	##### ########## ###### ### ######## ######## #####	3	249996	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
261,042	4	36FS	36	319	### ###### ####### ###### ##### ####### ########### ######	3	261042	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
267,083	4	36FS	37	257	Utes neue Kaffeemaschine hatte eine einfache Bedienung.	2	267083	keine	0	keine	3,89	4,7	0,6	5,16	2,21	49	7	4,736842	0	0	0	1	1	0	0	0	0
272,117	4	36FS	38	303	### ####### #### ######### ####### ################ ###########	3	272117	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
279,157	4	36FS	39	212	Das Thema des Matheunterrichts ist schwierig.	2	279157	keine	0	keine	3	4,15	-0,3	4,05	1,95	40	6	5,315789	0	0	0	1	1	1	0	0	0
290,203	4	36FS	40	310	### ############ ##### ### #### #### ######### #######	3	290203	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
298,244	4	36FS	41	357	##### #### ############## ##### #### ######## #########	3	298244	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
306,285	4	36FS	42	354	###### ######### ### ############ ### ####### ###### ###	3	306285	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
311,325	4	36FS	43	359	###### ### ###### #### ### ########## ### ####### #######	3	311325	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
320,365	4	36FS	44	154	WŸtend schaltete der LangschlŠfer den dummen Wecker aus.	1	320365	keine	0	keine	5,89	3,9	1,2	5,26	3,58	49	8	5,263158	0	0	0	1	1	1	0	0	0
330,4	4	36FS	45	108	Der Gesang des Opernstars ist kšstlich.	1	330400	keine	0	keine	4,78	4,05	-0,4	4	4,74	34	6	5,5	0	0	0	1	1	1	0	0	0
335,446	4	36FS	46	118	Die GesprŠche Ÿber seine Kindheit waren schmerzhaft fŸr ihn.	1	335446	keine	0	keine	4,22	3,65	-0,1	5	4,63	52	9	5,315789	0	0	0	0	1	1	0	0	0
344,486	6	36FS	47	405	Spricht er gerne Ÿber seine Kindheit?	4	344486	Ja	3320	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
351,51	4	36FS	48	237	In Wien habe ich einen sehr leckeren Kaffee getrunken.	2	351510	keine	0	keine	5,72	5,1	-1,7	4,53	2	46	9	6,263158	0	0	0	0	1	1	0	0	0
357,55	4	36FS	49	304	### ### #### ########### ############## ######## ### ###	3	357550	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
365,585	4	36FS	50	147	Nur sehr helle Kinder machen bei diesem Wettbewerb mit.	1	365585	keine	0	keine	3,28	4,35	1,5	4,68	2,21	47	9	5,368421	0	0	0	1	1	2	0	0	0
371,625	4	36FS	51	222	Die Unternehmerin war immer in Eile.	2	371625	keine	0	keine	4,67	3,25	-0,3	5,26	1,79	31	6	4,157895	0	0	0	0	1	1	0	0	0
378,66	4	36FS	52	117	Die Firma hat sich einen finanziell gut aufgestellten Partner ausgesucht.	1	378660	keine	0	keine	2,94	4,25	0,8	4,58	2,79	64	10	5,789474	0	0	0	0	1	1	0	1	0
388,705	4	36FS	53	308	### ###### ### ########## ### ##########	3	388705	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
393,752	4	36FS	54	119	Die kleine Familie wollte ihren Hausbau vorausschauend planen.	1	393752	keine	0	keine	3,22	3,45	0,6	3,63	4,89	55	8	5,833333	0	0	0	1	1	1	0	1	0
403,791	4	36FS	55	146	Nach dem MissverstŠndnis war Irma jetzt in einer haarigen Situation.	1	403791	keine	0	keine	3,5	4,7	-1,7	5,32	3,58	59	10	5,894737	0	0	0	1	1	2	0	0	0

