onset	duration	Experiment - Satz_D1	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
240,966	4	42PP	35	303	### ####### #### ######### ####### ################ ###########	3	240966	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
249,005	4	42PP	36	157	Ingrids neue Kaffeemaschine bestach durch ihre einfache Bedienung.	1	249005	keine	0	keine	4,44	4,4	0,9	4,37	3,47	59	8	4,736842	0	0	0	1	1	0	0	0	0
258,046	4	42PP	37	239	Laut und unangenehm hallten die Stimmen der HŠndler auf dem Markt.	2	258046	keine	0	keine	4,89	2,25	0,4	4,26	2,68	56	11	4,157895	0	0	0	0	1	2	0	0	1
264,081	4	42PP	38	162	Dieser Mann ist ein echter Leckerbissen.	1	264081	keine	0	keine	3,818182	4	2	3,636364	6,363636	34	6	6,181818	0	0	1	0	2	1	0	0	0
273,115	4	42PP	39	307	### ############# ##### ### ######## #########	3	273115	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
278,151	4	42PP	40	346	#### ### ############### ### #### ##### ## ##### ######### #########	3	278151	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
289,19	4	42PP	41	207	Der Flugbegleiter heute war wirklich attraktiv!	2	289190	keine	0	keine	5,18	5,5	-0,6	3,84	3,53	42	6	6,526316	0	0	0	1	1	2	0	0	0
297,231	4	42PP	42	330	####### ### ######## ######## ### ###########	3	297231	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
304,272	4	42PP	43	318	### ######### #### ##### ######## ##### ######### ### ###	3	304272	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
310,318	4	42PP	44	312	### ##### ### ################ ### #########	3	310318	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
316,352	4	42PP	45	122	Die Unternehmerin stand immer unter Druck.	1	316352	keine	0	keine	3,33	3,35	-0,6	5,05	2,95	37	6	4,157895	0	0	0	0	1	1	0	0	0
324,387	4	42PP	46	112	Der Stoff des Matheunterrichts ist schwierig.	1	324387	keine	0	keine	2,89	4,5	-0,5	4,26	3,42	40	6	5,315789	0	0	0	1	1	1	0	0	0
333,427	4	42PP	47	126	Diesen Sonntag duellieren sich die Kanzlerkandidaten im Fernsehen.	1	333427	keine	0	keine	5,22	4,65	-1,4	4,74	5,21	59	8	5,111111	0	0	0	1	1	2	0	0	0
338,462	6	42PP	48	404	Ging es gerade um Wahlkampf?	4	338462	Ja	2756	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
350,508	4	42PP	49	311	### #### ### ####### ######## ####### ####################	3	350508	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
360,554	4	42PP	50	243	Meine Gro§eltern hatten ein wirklich schwieriges Leben.	2	360554	keine	0	keine	3,72	2,25	1,1	4,79	1,74	49	7	6,222222	0	0	0	1	1	1	0	0	0
367,601	4	42PP	51	237	In Wien habe ich einen sehr leckeren Kaffee getrunken.	2	367601	keine	0	keine	5,72	5,1	-1,7	4,53	2	46	9	6,263158	0	0	0	0	1	1	0	0	0
374,646	6	42PP	52	405	Hat der Kaffee geschmeckt?	4	374646	Ja	2197	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
384,682	4	42PP	53	154	WŸtend schaltete der LangschlŠfer den dummen Wecker aus.	1	384682	keine	0	keine	5,89	3,9	1,2	5,26	3,58	49	8	5,263158	0	0	0	1	1	1	0	0	0
391,722	4	42PP	54	208	Der Gesang des Opernstars ist wunderschšn.	2	391722	keine	0	keine	4,72	4,2	-0,6	4,16	3,42	37	6	5,5	0	0	0	1	1	1	0	0	0
396,768	4	42PP	55	350	######## ########## ##### ############ #### ## ######	3	396768	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99

