onset	duration	Experiment - Satz_D2	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
62,031	4	42PP	11	222	Die Unternehmerin war immer in Eile.	2	62031	keine	0	keine	4,67	3,25	-0,3	5,26	1,79	31	6	4,157895	0	0	0	0	1	1	0	0	0
67,065	4	42PP	12	130	Endlich war Waffenstillstand zwischen den Streitenden.	1	67065	keine	0	keine	4,56	2,45	0,3	4,95	2,58	49	6	4,578947	0	0	0	1	1	1	0	0	0
73,105	4	42PP	13	357	##### #### ############## ##### #### ######## #########	3	73105	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
81,139	4	42PP	14	262	Dieser Mann ist echt hŸbsch.	2	81139	keine	0	keine	5	4	2	5,454545	1,181818	23	5	6,181818	0	0	1	0	2	1	0	0	0
86,18	4	42PP	15	247	Nur sehr intelligente Kinder machen bei diesem Wettbewerb mit.	2	86180	keine	0	keine	3,22	4,1	1,7	4,32	2,16	54	9	5,368421	0	0	0	1	1	2	0	0	0
94,22	4	42PP	16	337	## #### #### ### ##### ########### ###### #########	3	94220	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
105,26	6	42PP	17	406	Hast du gerade Rauten gesehen?	4	105260	Nein	3761	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
114,307	4	42PP	18	226	Diesen Sonntag streiten sich die Kanzlerkandidaten im Fernsehen.	2	114307	keine	0	keine	4,17	5,05	-1,8	4,74	1,95	57	8	5,111111	0	0	0	1	1	2	0	0	0
122,353	4	42PP	19	248	Seine Hoffnungen auf Gesundheit hatte der Kranke lŠngst aufgegeben.	2	122353	keine	0	keine	3,44	4	-0,2	3,32	2,37	59	9	6,736842	0	0	0	0	1	1	0	1	1
127,394	4	42PP	20	301	### ### ### ### ######## ##### ###### ### ####### ### ###########	3	127394	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
132,433	4	42PP	21	111	Der Sieg des LŠufers zog riesige Medienaufmerksamkeit nach sich.	1	132433	keine	0	keine	4,83	4,55	-0,8	5,47	2,68	56	9	6,111111	0	0	0	1	1	1	0	0	0
138,473	4	42PP	22	322	### ############## ### ##### ### ####	3	138473	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
144,508	4	42PP	23	134	Ihre romantische Hochzeitsfeier bewegte die Braut sehr.	1	144508	keine	0	keine	5,11	4,15	-0,8	3,68	5,42	49	7	4,421053	0	0	0	1	1	1	0	0	0
155,542	4	42PP	24	205	Das war heute eine gro§e EnttŠuschung fŸr meinen Vater.	2	155542	keine	0	keine	3,61	4,3	1,8	4,53	2,37	47	9	6,105263	0	0	0	0	1	1	0	0	0
161,583	4	42PP	25	117	Die Firma hat sich einen finanziell gut aufgestellten Partner ausgesucht.	1	161583	keine	0	keine	2,94	4,25	0,8	4,58	2,79	64	10	5,789474	0	0	0	0	1	1	0	1	0
170,618	4	42PP	26	305	### ### ##### #### ###### ############ ### ###### #####	3	170618	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
180,653	4	42PP	27	304	### ### #### ########### ############## ######## ### ###	3	180653	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
185,699	4	42PP	28	212	Das Thema des Matheunterrichts ist schwierig.	2	185699	keine	0	keine	3	4,15	-0,3	4,05	1,95	40	6	5,315789	0	0	0	1	1	1	0	0	0
190,739	6	42PP	29	407	Ist es ein leichtes Thema?	4	190739	Nein	1905	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
202,785	4	42PP	30	137	In Wien habe ich einen himmlischen Kaffee getrunken.	1	202785	keine	0	keine	5,83	5,35	-2,3	3,58	4,68	45	8	6,263158	0	0	0	0	1	1	0	0	0
208,831	4	42PP	31	107	Der Flugbegleiter heute war wirklich zum Anbei§en!	1	208831	keine	0	keine	5,35	5,35	-0,9	3,63	4,89	44	7	6,526316	0	0	0	1	1	2	0	0	0
213,866	4	42PP	32	326	###### ####### ######### #### ### ################# ## #########	3	213866	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
219,906	4	42PP	33	334	#### ########### ############## ###### ### ##### ####	3	219906	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
229,94	4	42PP	34	343	##### ########## ###### ### ######## ######## #####	3	229940	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
238,986	4	42PP	35	260	Ursula wollte alles vergessen und reiste nach Japan.	2	238986	keine	0	keine	3,89	5,25	-2,1	4,58	2,53	45	8	4,368421	1	0	0	0	1	0	0	0	0
247,022	4	42PP	36	317	### ##### ### #### ##### ########### ### ########### ####### ##########	3	247022	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
255,062	4	42PP	37	143	Meine Gro§eltern hatten ein wirklich hartes Leben.	1	255062	keine	0	keine	3,94	2,55	0,9	4,21	2,53	44	7	6,222222	0	0	0	1	1	1	0	0	0
261,103	4	42PP	38	231	Es gibt gute Argumente fŸr Baumwolle statt Polyester.	2	261103	keine	0	keine	2,67	3,85	1,4	5,05	1,63	46	8	6	0	0	0	0	1	0	0	0	0
271,137	4	42PP	39	360	##### ###### ##### ##### ######### ### ###### #### #####	3	271137	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
282,183	4	42PP	40	331	## #### ##### ######### ### ######### ##### #########	3	282183	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
293,224	6	42PP	41	408	Hast du gerade einen Satz gesehen?	4	293224	Nein	3059	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
302,272	4	42PP	42	103	Das GesprŠch beim Finanzamt verlief glŸcklicherweise reibungslos.	1	302272	keine	0	keine	3,39	4,25	-0,7	4,26	2,53	59	7	6,210526	0	0	0	1	1	2	0	0	0
311,317	6	42PP	43	409	Verlief das GesprŠch gut?	4	311317	Ja	2326	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
318,359	4	42PP	44	344	##### ##### ### ### ##### #### ### ##### ############# ### ##########	3	318359	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
325,398	4	42PP	45	108	Der Gesang des Opernstars ist kšstlich.	1	325398	keine	0	keine	4,78	4,05	-0,4	4	4,74	34	6	5,5	0	0	0	1	1	1	0	0	0
335,444	4	42PP	46	104	Das war eine unglaublich oberflŠchliche Reaktion von ihr.	1	335444	keine	0	keine	2,67	4,05	1,4	2,74	4,95	50	8	3,315789	0	0	0	1	1	2	0	0	0
340,491	4	42PP	47	110	Der Schauspieler hatte ein zerfurchtes Gesicht voller Narben.	1	340491	keine	0	keine	6,53	3,65	0,7	5,16	3,26	54	8	5,947368	0	0	0	1	1	1	0	0	0
350,53	4	42PP	48	254	WŸtend schaltete der LangschlŠfer den nervigen Wecker aus.	2	350530	keine	0	keine	5,89	3,9	1,3	5,68	1,63	51	8	5,263158	0	0	0	1	1	1	0	0	0
358,577	4	42PP	49	354	###### ######### ### ############ ### ####### ###### ###	3	358577	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
365,617	4	42PP	50	244	Meine Tante hat ein gutes Herz, sie kocht freiwillig fŸr Obdachlose.	2	365617	keine	0	keine	5,22	3,3	1	5,05	1,95	58	11	5,578947	1	0	0	1	2	1	0	0	0
371,663	4	42PP	51	118	Die GesprŠche Ÿber seine Kindheit waren schmerzhaft fŸr ihn.	1	371663	keine	0	keine	4,22	3,65	-0,1	5	4,63	52	9	5,315789	0	0	0	0	1	1	0	0	0
378,697	6	42PP	52	410	Sprach er gern Ÿber seine Kindheit?	4	378697	Nein	2854	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
385,733	4	42PP	53	259	Stefanie war nervšs, aber die PrŠsentation war absolut perfekt.	2	385733	keine	0	keine	3,89	3	0,6	5,63	1,53	55	9	5,947368	1	0	0	0	1	1	0	0	0
390,772	4	42PP	54	257	Utes neue Kaffeemaschine hatte eine einfache Bedienung.	2	390772	keine	0	keine	3,89	4,7	0,6	5,16	2,21	49	7	4,736842	0	0	0	1	1	0	0	0	0
401,812	4	42PP	55	119	Die kleine Familie wollte ihren Hausbau vorausschauend planen.	1	401812	keine	0	keine	3,22	3,45	0,6	3,63	4,89	55	8	5,833333	0	0	0	1	1	1	0	1	0

