onset	duration	Experiment - Satz_C1	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
76,024	4	29EZ	11	201	Ach, was fŸr ein einfaches Leben hatten wir wŠhrend der Schulferien!	2	76024	keine	0	keine	4,33	2,2	0,2	4,63	1,37	58	11	5,736842	0	0	0	1	1	1	0	0	1
81,07	4	29EZ	12	143	Meine Gro§eltern hatten ein wirklich hartes Leben.	1	81070	keine	0	keine	3,94	2,55	0,9	4,21	2,53	44	7	6,222222	0	0	0	1	1	1	0	0	0
86,11	4	29EZ	13	260	Ursula wollte alles vergessen und reiste nach Japan.	2	86110	keine	0	keine	3,89	5,25	-2,1	4,58	2,53	45	8	4,368421	1	0	0	0	1	0	0	0	0
96,149	4	29EZ	14	207	Der Flugbegleiter heute war wirklich attraktiv!	2	96149	keine	0	keine	5,18	5,5	-0,6	3,84	3,53	42	6	6,526316	0	0	0	1	1	2	0	0	0
104,196	4	29EZ	15	150	Vokabeln verankern sich durch regelmŠ§iges †ben im Gehirn.	1	104196	keine	0	keine	3,33	3,8	1,4	5,05	3,63	51	8	6,263158	0	0	0	0	1	1	0	0	0
110,236	4	29EZ	16	313	### ############ #### ### ####### ########	3	110236	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
115,271	4	29EZ	17	239	Laut und unangenehm hallten die Stimmen der HŠndler auf dem Markt.	2	115271	keine	0	keine	4,89	2,25	0,4	4,26	2,68	61	11	4,157895	0	0	0	0	1	2	0	0	1
121,31	4	29EZ	18	350	######## ########## ##### ############ #### ## ######	3	121310	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
126,345	6	29EZ	19	402	Hast du gerade einen Satz gelesen?	4	126345	Nein	3860	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
135,374	4	29EZ	20	103	Das GesprŠch beim Finanzamt verlief glŸcklicherweise reibungslos.	1	135374	keine	0	keine	3,39	4,25	-0,7	4,26	2,53	59	7	6,210526	0	0	0	1	1	2	0	0	0
141,42	4	29EZ	21	204	Das war eine unglaublich gleichgŸltige Reaktion von ihr.	2	141420	keine	0	keine	3,44	4	1,7	5,26	1,74	49	8	3,315789	0	0	0	1	1	2	0	0	0
147,454	6	29EZ	22	403	Schien es ihr egal zu sein?	4	147454	Nein	3986	incorrect	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
157,478	4	29EZ	23	110	Der Schauspieler hatte ein zerfurchtes Gesicht voller Narben.	1	157478	keine	0	keine	6,53	3,65	0,7	5,16	3,26	54	8	5,947368	0	0	0	1	1	1	0	0	0
163,518	4	29EZ	24	211	Der Sieg des LŠufers erzeugte riesige Medienaufmerksamkeit.	2	163518	keine	0	keine	4,59	4,2	-0,5	4,63	1,89	53	7	6,111111	0	0	0	1	1	1	0	0	0
173,553	4	29EZ	25	148	Seine Hoffnungen auf Gesundheit hatte der Kranke lŠngst begraben.	1	173553	keine	0	keine	4,44	3,65	-0,2	4,95	3,89	57	9	6,736842	0	0	0	0	1	1	0	1	1
180,599	4	29EZ	26	305	### ### ##### #### ###### ############ ### ###### #####	3	180599	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
190,645	4	29EZ	27	159	Linda war nervšs, aber die PrŠsentation lief absolut glatt.	1	190645	keine	0	keine	4,22	3,65	1,5	5,16	4,74	51	9	5,947368	1	0	0	0	1	1	0	0	0
197,692	4	29EZ	28	113	Der vorbestrafte Mann war diesmal sauber.	1	197692	keine	0	keine	2,83	5	1,8	4	4,63	36	6	6,052632	0	0	0	1	1	1	0	0	0
206,737	4	29EZ	29	307	### ############# ##### ### ######## #########	3	206737	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
211,772	4	29EZ	30	301	### ### ### ### ######## ##### ###### ### ####### ### ###########	3	211772	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
219,812	4	29EZ	31	262	Dieser Mann ist echt hŸbsch.	2	219812	keine	0	keine	5	4	2	5,454545	1,181818	23	5	6,181818	0	0	1	0	2	1	0	0	0
225,852	6	29EZ	32	404	Sieht der Mann schlecht aus?	4	225852	Nein	2633	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
234,876	4	29EZ	33	231	Es gibt gute Argumente fŸr Baumwolle statt Polyester.	2	234876	keine	0	keine	2,67	3,85	1,4	5,05	1,63	46	8	6	0	0	0	0	1	0	0	0	0
239,922	4	29EZ	34	226	Diesen Sonntag streiten sich die Kanzlerkandidaten im Fernsehen.	2	239922	keine	0	keine	4,17	5,05	-1,8	4,74	1,95	57	8	5,111111	0	0	0	1	1	2	0	0	0
249,962	4	29EZ	35	343	##### ########## ###### ### ######## ######## #####	3	249962	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
261,008	4	29EZ	36	319	### ###### ####### ###### ##### ####### ########### ######	3	261008	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
267,049	4	29EZ	37	257	Utes neue Kaffeemaschine hatte eine einfache Bedienung.	2	267049	keine	0	keine	3,89	4,7	0,6	5,16	2,21	49	7	4,736842	0	0	0	1	1	0	0	0	0
272,084	4	29EZ	38	303	### ####### #### ######### ####### ################ ###########	3	272084	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
279,123	4	29EZ	39	212	Das Thema des Matheunterrichts ist schwierig.	2	279123	keine	0	keine	3	4,15	-0,3	4,05	1,95	40	6	5,315789	0	0	0	1	1	1	0	0	0
290,169	4	29EZ	40	310	### ############ ##### ### #### #### ######### #######	3	290169	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
298,21	4	29EZ	41	357	##### #### ############## ##### #### ######## #########	3	298210	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
306,251	4	29EZ	42	354	###### ######### ### ############ ### ####### ###### ###	3	306251	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
311,291	4	29EZ	43	359	###### ### ###### #### ### ########## ### ####### #######	3	311291	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
320,331	4	29EZ	44	154	WŸtend schaltete der LangschlŠfer den dummen Wecker aus.	1	320331	keine	0	keine	5,89	3,9	1,2	5,26	3,58	49	8	5,263158	0	0	0	1	1	1	0	0	0
330,366	4	29EZ	45	108	Der Gesang des Opernstars ist kšstlich.	1	330366	keine	0	keine	4,78	4,05	-0,4	4	4,74	34	6	5,5	0	0	0	1	1	1	0	0	0
335,412	4	29EZ	46	118	Die GesprŠche Ÿber seine Kindheit waren schmerzhaft fŸr ihn.	1	335412	keine	0	keine	4,22	3,65	-0,1	5	4,63	52	9	5,315789	0	0	0	0	1	1	0	0	0
344,452	6	29EZ	47	405	Spricht er gerne Ÿber seine Kindheit?	4	344452	Nein	2379	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
351,477	4	29EZ	48	237	In Wien habe ich einen sehr leckeren Kaffee getrunken.	2	351477	keine	0	keine	5,72	5,1	-1,7	4,53	2	46	9	6,263158	0	0	0	0	1	1	0	0	0
357,516	4	29EZ	49	304	### ### #### ########### ############## ######## ### ###	3	357516	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
365,551	4	29EZ	50	147	Nur sehr helle Kinder machen bei diesem Wettbewerb mit.	1	365551	keine	0	keine	3,28	4,35	1,5	4,68	2,21	47	9	5,368421	0	0	0	1	1	2	0	0	0
371,591	4	29EZ	51	222	Die Unternehmerin war immer in Eile.	2	371591	keine	0	keine	4,67	3,25	-0,3	5,26	1,79	31	6	4,157895	0	0	0	0	1	1	0	0	0
378,626	4	29EZ	52	117	Die Firma hat sich einen finanziell gut aufgestellten Partner ausgesucht.	1	378626	keine	0	keine	2,94	4,25	0,8	4,58	2,79	64	10	5,789474	0	0	0	0	1	1	0	1	0
388,671	4	29EZ	53	308	### ###### ### ########## ### ##########	3	388671	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
393,718	4	29EZ	54	119	Die kleine Familie wollte ihren Hausbau vorausschauend planen.	1	393718	keine	0	keine	3,22	3,45	0,6	3,63	4,89	55	8	5,833333	0	0	0	1	1	1	0	1	0
403,758	4	29EZ	55	146	Nach dem MissverstŠndnis war Irma jetzt in einer haarigen Situation.	1	403758	keine	0	keine	3,5	4,7	-1,7	5,32	3,58	59	10	5,894737	0	0	0	1	1	2	0	0	0

