onset	duration	Experiment - Satz_C1	Serial_no	Code	Stimulus	Condition	Onset_time	response	response_time	Accuracy	Bildh	Arousal	EmoVal	Gebr	Metaph	Buchstaben	Wšrter	Similarity	NebensŠtze	Relative	Passiv	Komposita	Personen	Angaben	Konjunktive	analytF	Satzstellung
320,365	4	39SN	44	154	WŸtend schaltete der LangschlŠfer den dummen Wecker aus.	1	320365	keine	0	keine	5,89	3,9	1,2	5,26	3,58	49	8	5,263158	0	0	0	1	1	1	0	0	0
330,4	4	39SN	45	108	Der Gesang des Opernstars ist kšstlich.	1	330400	keine	0	keine	4,78	4,05	-0,4	4	4,74	34	6	5,5	0	0	0	1	1	1	0	0	0
335,447	4	39SN	46	118	Die GesprŠche Ÿber seine Kindheit waren schmerzhaft fŸr ihn.	1	335447	keine	0	keine	4,22	3,65	-0,1	5	4,63	52	9	5,315789	0	0	0	0	1	1	0	0	0
344,487	6	39SN	47	405	Spricht er gerne Ÿber seine Kindheit?	4	344487	Nein	1921	correct	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
351,511	4	39SN	48	237	In Wien habe ich einen sehr leckeren Kaffee getrunken.	2	351511	keine	0	keine	5,72	5,1	-1,7	4,53	2	46	9	6,263158	0	0	0	0	1	1	0	0	0
357,551	4	39SN	49	304	### ### #### ########### ############## ######## ### ###	3	357551	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
365,586	4	39SN	50	147	Nur sehr helle Kinder machen bei diesem Wettbewerb mit.	1	365586	keine	0	keine	3,28	4,35	1,5	4,68	2,21	47	9	5,368421	0	0	0	1	1	2	0	0	0
371,626	4	39SN	51	222	Die Unternehmerin war immer in Eile.	2	371626	keine	0	keine	4,67	3,25	-0,3	5,26	1,79	31	6	4,157895	0	0	0	0	1	1	0	0	0
378,661	4	39SN	52	117	Die Firma hat sich einen finanziell gut aufgestellten Partner ausgesucht.	1	378661	keine	0	keine	2,94	4,25	0,8	4,58	2,79	64	10	5,789474	0	0	0	0	1	1	0	1	0
388,706	4	39SN	53	308	### ###### ### ########## ### ##########	3	388706	keine	0	keine	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
393,753	4	39SN	54	119	Die kleine Familie wollte ihren Hausbau vorausschauend planen.	1	393753	keine	0	keine	3,22	3,45	0,6	3,63	4,89	55	8	5,833333	0	0	0	1	1	1	0	1	0
403,793	4	39SN	55	146	Nach dem MissverstŠndnis war Irma jetzt in einer haarigen Situation.	1	403793	keine	0	keine	3,5	4,7	-1,7	5,32	3,58	59	10	5,894737	0	0	0	1	1	2	0	0	0

